Summary,Issue key,Issue Type,Status,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Due Date,Votes,Description,Environment,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (DateTimePicker_TP1),Custom field (Development),Custom field (Epic Colour),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (LargeText_TP1),Custom field (LookupList(Single)_TP1),Custom field (MultiLookupList(Multiple)_TP1),Custom field (MultiLookupList(Multiple)_TP1),Custom field (MultiLookupList(Multiple)_TP1),Custom field (MultiLookupList(Multiple)_TP1),Custom field (MultiLookupList(Multiple)_TP1),Custom field (Number_TP1),Custom field (Rank),Custom field (Story Points),Custom field (String(Text)_TP1),Custom field ([CHART] Date of First Response),Comment,Labels,Labels,Labels
Bug 5773,TP1-5773,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,733,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l773,StreamServe,RM
Bug 5774,TP1-5774,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,734,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l774,Innovator,reopened
Bug 5775,TP1-5775,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,735,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l775,Sprint,RM-FICA
Bug 5776,TP1-5776,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,736,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l776,ECC,PayBillSSO
Bug 5777,TP1-5777,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,737,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l777,AET,ViewBillPDF
Bug 5778,TP1-5778,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,738,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l778,Java,Group2-PH1
Bug 5779,TP1-5779,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,739,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l779,Gang,comunication
Bug 5780,TP1-5780,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,740,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l780,DGPI8,Club65
Bug 5781,TP1-5781,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,741,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l781,8.1,CAMSPilot
Bug 5782,TP1-5782,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,742,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l782,DI,CAMS-Pilot
Bug 5783,TP1-5783,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,743,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l783,8.3,ViewBillSSO
Bug 5784,TP1-5784,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,744,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l784,FPL.com,VersionNumber
Bug 5785,TP1-5785,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,745,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l785,urlshortening,Communication
Bug 5786,TP1-5786,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,746,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l786,PI9,registartion
Bug 5787,TP1-5787,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,747,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l787,BINQ,password
Bug 5788,TP1-5788,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,748,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l788,AWS_Testing,Preferences
Bug 5789,TP1-5789,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,749,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l789,Process,PilotCritical
Bug 5790,TP1-5790,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,750,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l790,Stream,BILLING_CORE
Bug 5791,TP1-5791,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,751,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l791,serve,AccountMaintenance
Bug 5792,TP1-5792,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,752,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l792,Java/Streamserve,OpenText
Bug 5793,TP1-5793,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,753,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l793,Consolidated_Bill,GoLiveCritical
Bug 5794,TP1-5794,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,754,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l794,DUPL,Batch_job
Bug 5795,TP1-5795,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,755,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l795,Printmergeorder,Regression
Bug 5796,TP1-5796,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,756,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l796,AETPh3,PilotGroup3
Bug 5797,TP1-5797,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,757,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l797,DC_RealTime,forgo
Bug 5798,TP1-5798,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,758,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l798,MetadataTesting,CustComms
Bug 5799,TP1-5799,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,759,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l799,DCRT_SNAPLEVELDATA,Group4-PH2
Bug 5800,TP1-5800,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,760,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l800,DCRT_Consoldated,CustComm
Bug 5801,TP1-5801,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,761,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l801,NDR_Enhancements,Contact_Info
Bug 5802,TP1-5802,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,762,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l802,SNAP_Refresh,IR
Bug 5803,TP1-5803,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,763,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l803,review,MobileApp
Bug 5804,TP1-5804,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,764,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l804,authentication,eBill
Bug 5805,TP1-5805,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,765,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l805,AC269,EditUserId
Bug 5806,TP1-5806,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,766,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l806,AC267,EditMailingAddress
Bug 5807,TP1-5807,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,767,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l807,code,EditPassword
Bug 5808,TP1-5808,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,768,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l808,IVR267,Group1-PH1
Bug 5809,TP1-5809,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,769,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l809,AVR,readytotest
Bug 5810,TP1-5810,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,770,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l810,Compatibility,checkfree
Bug 5811,TP1-5811,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,771,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l811,aws,dx
Bug 5812,TP1-5812,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,772,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l812,blitz_test,PayAgentLocator
Bug 5813,TP1-5813,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,773,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l813,GIS,CheckFreeBills
Bug 5814,TP1-5814,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,774,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l814,2018LAPProject,entrypoints
Bug 5815,TP1-5815,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,775,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l815,Agreements,MOVE_OUT
Bug 5816,TP1-5816,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,776,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l816,MyQurorum,disconnect
Bug 5817,TP1-5817,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,777,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l817,QGIS,ForgotPassword
Bug 5818,TP1-5818,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,778,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l818,QLACloudStory,Enrollment
Bug 5819,TP1-5819,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,779,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l819,MyQuorumCloudStory,ServiceOrder
Bug 5820,TP1-5820,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,780,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l820,QLA,iOS
Bug 5821,TP1-5821,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,781,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l821,QRMCloudStory,IE
Bug 5822,TP1-5822,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,782,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l822,myQuorumTest,Connect
Bug 5823,TP1-5823,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,783,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l823,QQM,InterstitialPage
Bug 5824,TP1-5824,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,784,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l824,QRM,MoveIn
Bug 5825,TP1-5825,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,785,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l825,QGISCloudStory,Phone&Zip
Bug 5826,TP1-5826,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,786,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l826,QRMTest,AccountSummary
Bug 5827,TP1-5827,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,787,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l827,QGIS_Test,]=o]
Bug 5828,TP1-5828,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,788,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l828,QLATest,adobecc
Bug 5829,TP1-5829,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,789,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l829,QQMCloudStory,GulfPower_AdobeCC
Bug 5830,TP1-5830,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,790,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l830,OwnerNextCheckdate,PAyagentexternal
Bug 5831,TP1-5831,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,791,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l831,Maintaiance_alert_Access,IEbrowser
Bug 5832,TP1-5832,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,792,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l832,&,Safari
Bug 5833,TP1-5833,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,793,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l833,/,SSO
Bug 5834,TP1-5834,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,794,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l834,Extract,SecurityPIN
Bug 5835,TP1-5835,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,795,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l835,Blueprinting/,Foundation_apps
Bug 5836,TP1-5836,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,796,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l836,"Staging,",MoveOutAndTransfer
Bug 5837,TP1-5837,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,797,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l837,Classification/Discovery/Monitoring/Encryption,Weather-Data
Bug 5838,TP1-5838,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,798,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l838,Raw/Stage,SSL
Bug 5839,TP1-5839,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,799,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l839,capability,SAP-API
Bug 5840,TP1-5840,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,800,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l840,Data-Quality,Average-temperatures
Bug 5841,TP1-5841,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,801,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l841,Role,scope_enhancement
Bug 5842,TP1-5842,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,802,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l842,Integrated),AC209CALLSSOSW
Bug 5843,TP1-5843,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,803,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l843,Zones,MVP2
Bug 5844,TP1-5844,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,804,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l844,Data-Governance,IVRBacklog
Bug 5845,TP1-5845,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,805,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l845,from,VOCGULF
Bug 5846,TP1-5846,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,806,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l846,Resource,ServiceDesk
Bug 5847,TP1-5847,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,807,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l847,AD,Kafka
Bug 5848,TP1-5848,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,808,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l848,Storage,TRITS
Bug 5849,TP1-5849,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,809,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l849,directory,Titan
Bug 5850,TP1-5850,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,810,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l850,Gathering,Duplicates
Bug 5851,TP1-5851,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,811,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l851,Requirements,DataAccess
Bug 5852,TP1-5852,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,812,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l852,Sprint-1.1,Prod_Issue
Bug 5853,TP1-5853,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,813,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l853,for,CommsTeam
Bug 5854,TP1-5854,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,814,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l854,in,Fremlin
Bug 5855,TP1-5855,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,815,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l855,Setup,Mock9.2
Bug 5856,TP1-5856,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,816,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l856,WAM,ALTER
Bug 5857,TP1-5857,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,817,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l857,Iniital,TABLE
Bug 5858,TP1-5858,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,818,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l858,"(Raw,",FED
Bug 5859,TP1-5859,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,819,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l859,Blueprinting,Splunk
Bug 5860,TP1-5860,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,820,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l860,Management,NEER_PLant_Income_Statement
Bug 5861,TP1-5861,Bug,In Progress,software,admin,,,High,,,admin,admin,5/21/2018 13:02,6/11/2018 10:55,6/11/2018 10:55,,,,,,,,comp1,comp2,comp3,,821,desc,,,,,,,,,,,,{},,,,,,,,,,,,,0|i0008n:,,,,,l861,Asset_Mgmt,Transmission
